ÁLMOMBAN	VIZSGÁZNI
a	pályaudvar
pályaudvar	elõtt
elõtt	,
,	vidéki
vidéki	származásomnak
származásomnak	.
.	Nyolc
Nyolc	éve
éve	költöztem
költöztem	Pestre
Pestre	,
,	örömöm
örömöm	a
a	legnagyobb
legnagyobb	volt
volt	,
,	tudtam
tudtam	,
,	ez
ez	a
a	város
város	jelenti
jelenti	majd
majd	ifjúságom
ifjúságom	legszebb
legszebb	korszakát
korszakát	,
,	s
s	valószínû
valószínû	egész
egész	életemet
életemet	is
is	.
.	Nem
Nem	képzeltem
képzeltem	,
,	mennyiszer
mennyiszer	kell
kell	gyõznöm
gyõznöm	,
,	koptatnom
koptatnom	magamat
magamat	,
,	mennyiszer
mennyiszer	kell
kell	elkeserednem
elkeserednem	.
.	Udvarlásban
Udvarlásban	,
,	bennszülött
bennszülött	felnõttekkel
felnõttekkel	való
való	viselkedésben
viselkedésben	,
,	közönség
közönség	elõtti
elõtti	megjelenéskor
megjelenéskor	,
,	szópárbajokban
szópárbajokban	,
,	amikor
amikor	a
a	szükséges
szükséges	gyors
gyors	és
és	frappáns
frappáns	válasz
válasz	nem
nem	jutott
jutott	eszembe
eszembe	,
,	dühösen
dühösen	arra
arra	gondoltam
gondoltam	:
:	Hát
Hát	mért
mért	nem
nem	születtem
születtem	pestinek
pestinek	,
,	micsoda
micsoda	sültparaszt
sültparaszt	vagyok
vagyok	én
én	!
!	?
?	Társaim
Társaim	Kelenföldön
Kelenföldön	leszállva
leszállva	nem
nem	álltak
álltak	meg
meg	Budán
Budán	,
,	legtöbbször
legtöbbször	a
a	49-es
49-es	meg
meg	a
a	6-os
6-os	villamos
villamos	sem
sem	vitte
vitte	õket
õket	célba
célba	,
,	mert
mert	az
az	a
a	postás
postás	,
,	tûzoltó
tûzoltó	,
,	villamoskalauz
villamoskalauz	,
,	foltozó
foltozó	szabó
szabó	,
,	irodai
irodai	altiszt
altiszt	,
,	házmester-rokon
házmester-rokon	,
,	jó
jó	ismerõs
ismerõs	,
,	akihez
akihez	arra
arra	a
a	néhány
néhány	napra
napra	mentek
mentek	,
,	amíg
amíg	állást
állást	,
,	kiadó
kiadó	ágyat
ágyat	,
,	munkásszállást
munkásszállást	találnak
találnak	,
,	Angyalföldön
Angyalföldön	,
,	Zuglóban
Zuglóban	,
,	Rákospalotán
Rákospalotán	,
,	Kõbányán
Kõbányán	lakott
lakott	.
.	A
A	pályaudvar
pályaudvar	elõtt
elõtt	még
még	könnyû
könnyû	,
,	mindenki
mindenki	egyféle
egyféle	jármû
jármû	felé
felé	sodródik
sodródik	,
,	s
s	mindenki
mindenki	egyformán
egyformán	csomagos
csomagos	.
.	A
A	bonyolult
bonyolult	több-átszállós
több-átszállós	odajutás
odajutás	,
,	ami
ami	az
az	eligazító
eligazító	levélben
levélben	is
is	érthetetlen
érthetetlen	volt
volt	,
,	a
a	valóságban
valóságban	még
még	érthetetlenebb
érthetetlenebb	.
.	Már
Már	zavarba
zavarba	jönnek
jönnek	az
az	elsõ
elsõ	átszállásig
átszállásig	.
.	Csomagjuk
Csomagjuk	mellett
mellett	toporognak
toporognak	,
,	mások
mások	útjában
útjában	,
,	sután
sután	.
.	Magukra
Magukra	értenek
értenek	néhány
néhány	célzást
célzást	.
.	A
A	kalauz
kalauz	lekezelõen
lekezelõen	bánik
bánik	velük
velük	,
,	esetleg
esetleg	rájuk
rájuk	förmed
förmed	az
az	utazóközönség
utazóközönség	elõtt
elõtt	,
,	hogy
hogy	nem
nem	itt
itt	,
,	hanem
hanem	amott
amott	kell
kell	leszállni
leszállni	:
:	nem
nem	tud
tud	olvasni
olvasni	?
?	Ennyi
Ennyi	idegesítés
idegesítés	újabb
újabb	idegeskedést
idegeskedést	okoz
okoz	:
:	ellenkezõ
ellenkezõ	irányú
irányú	villamosra
villamosra	szállnak
szállnak	át
át	,
,	de
de	ezután
ezután	meg
meg	jegyük
jegyük	lesz
lesz	érvénytelen
érvénytelen	,
,	mert
mert	egy
egy	megállóval
megállóval	elõbb
elõbb	szállnak
szállnak	föl
föl	visszafelé
visszafelé	.
.	Szörnyû
Szörnyû	utazásuk
utazásuk	történetét
történetét	szállásadójuk
szállásadójuk	a
a	bennfentesek
bennfentesek	jóindulatú
jóindulatú	mosolyával
mosolyával	hallgatja
hallgatja	végig
végig	.
.	Az
Az	elsõ
elsõ	nap
nap	megértik
megértik	a
a	legfontosabb
legfontosabb	törvényszerûséget
törvényszerûséget	:
:	meg
meg	kell
kell	tanulni
tanulni	a
a	közlekedést
közlekedést	.
.	Egy
Egy	hét
hét	alatt
alatt	fogtam
fogtam	föl
föl	,
,	szinte
szinte	utcáról
utcáról	utcára
utcára	hódítva
hódítva	a
a	tapasztalatokat
tapasztalatokat	,
,	azt
azt	a
a	mozgási
mozgási	teret
teret	,
,	amiben
amiben	azóta
azóta	is
is	élek
élek	.
.	Megismertem
Megismertem	annak
annak	a
a	négy-öt
négy-öt	villamosnak
villamosnak	,
,	autóbusznak
autóbusznak	az
az	útvonalát
útvonalát	,
,	amit
amit	célpontnak
célpontnak	használhattam
használhattam	,
,	számoltam
számoltam	a
a	megállókat
megállókat	,
,	megjegyeztem
megjegyeztem	a
a	legfontosabb
legfontosabb	épületeket
épületeket	tájékoztatóul
tájékoztatóul	,
,	bár
bár	nehezen
nehezen	,
,	mint
mint	erdõben
erdõben	a
a	különbözõ
különbözõ	alakú
alakú	,
,	de
de	mégis
mégis	egyforma
egyforma	fákat
fákat	.
.	A
A	forgalom
forgalom	kifürkészése
kifürkészése	kezdetben
kezdetben	a
a	legnehezebbnek
legnehezebbnek	mutatkozott
mutatkozott	,
,	pedig
pedig	a
a	legkönnyebb
legkönnyebb	gyõzelem
gyõzelem	volt
volt	,
,	s
s	nem
nem	tett
tett	városivá
városivá	.
.	A
A	faluról
faluról	jött
jött	pestiek
pestiek	elsõ
elsõ	generációja
generációja	pesti
pesti	lenni
lenni	igazán
igazán	sohasem
sohasem	tud
tud	,
,	a
a	magatartásán
magatartásán	,
,	a
a	nyelvben
nyelvben	,
,	az
az	öltözködésben
öltözködésben	mindig
mindig	marad
marad	valami
valami	városból
városból	kimutató
kimutató	,
,	amivel
amivel	a
a	faluba
faluba	visszajutva
visszajutva	éppen
éppen	fordítva
fordítva	,
,	harsogóan
harsogóan	pestiekké
pestiekké	válnak
válnak	.
.	A
A	városlakó
városlakó	falusiak
falusiak	õrzik
õrzik	helyzetükben
helyzetükben	,
,	nyelvükben
nyelvükben	,
,	magatartásaikban
magatartásaikban	a
a	tétovaságot
tétovaságot	.
.	Egyrészrõl
Egyrészrõl	a
a	teljes
teljes	hasonulni
hasonulni	akarás
akarás	,
,	másrészrõl
másrészrõl	a
a	teljes
teljes	hasonulásra
hasonulásra	való
való	képtelenség
képtelenség	ellentétében
ellentétében	múlnak
múlnak	el
el	napjaik
napjaik	.
.	Ez
Ez	az
az	akarás
akarás	,
,	rendszeres
rendszeres	erõfeszítés
erõfeszítés	-
-	mint
mint	a
a	szereplés
szereplés	lélektanában
lélektanában	a
a	lámpaláz
lámpaláz	,
,	a
a	felsülés
felsülés	réme
réme	-
-	furcsa
furcsa	ízlésbeli
ízlésbeli	és
és	nyelvi
nyelvi	torzulásokat
torzulásokat	szül
szül	.
.	Otthon
Otthon	a
a	faluban
faluban	errõl
errõl	egy
egy	nevetséges
nevetséges	mondás
mondás	járja
járja	:
:	"
"	Édesapám
Édesapám	,
,	ne
ne	rágja
rágja	már
már	azt
azt	a
a	bagolyt
bagolyt	.
.	"
"	Ez
Ez	a
a	mondás
mondás	,
,	bár
bár	húsz
húsz	éve
éve	hangzott
hangzott	el
el	,
,	még
még	ma
ma	is
is	a
a	pestiesség
pestiesség	komikus
komikus	példájaként
példájaként	él
él	.
.	A
A	szegény
szegény	kis
kis	cselédlány
cselédlány	tétovaságában
tétovaságában	azt
azt	hitte
hitte	,
,	hogy
hogy	a
a	szájba
szájba	dugott
dugott	,
,	rágni
rágni	való
való	dohánycsomót
dohánycsomót	,
,	a
a	bagót
bagót	,
,	úgy
úgy	kell
kell	helyesen
helyesen	ejteni
ejteni	,
,	mint
mint	a
a	toronyban
toronyban	kuvikoló
kuvikoló	madár
madár	nevét
nevét	.
.	A
A	kalauzok
kalauzok	és
és	újságárusok
újságárusok	adták
adták	agresszíven
agresszíven	tudomására
tudomására	sorstársaimnak
sorstársaimnak	a
a	pesties
pesties	hangzást
hangzást	,
,	azok
azok	,
,	akik
akik	a
a	nyelvrontást
nyelvrontást	tökélyre
tökélyre	vitték
vitték	,
,	meg
meg	a
a	kabarészínészek
kabarészínészek	,
,	cirkuszi
cirkuszi	bohócok
bohócok	,
,	mindazok
mindazok	,
,	akik
akik	a
a	személytelen
személytelen	publikumra
publikumra	nyitják
nyitják	szájukat
szájukat	,
,	akiket
akiket	a
a	vidékrõl
vidékrõl	jöttek
jöttek	legtöbbet
legtöbbet	hallgattak
hallgattak	,
,	abban
abban	a
a	hamis
hamis	tudatban
tudatban	,
,	hogy
hogy	õk
õk	a
a	fõvárosi
fõvárosi	jelleg
jelleg	reprezentánsai
reprezentánsai	.
.	A
A	"
"	kezeletlen
kezeletlen	menetjegyeket
menetjegyeket	"
"	é-sorozata
é-sorozata	,
,	a
a	"
"	vigyázni
vigyázni	"
"	és
és	"
"	indulás
indulás	"
"	é-vé
é-vé	változott
változott	á
á	hangjai
hangjai	naponta
naponta	beléjük
beléjük	sulykolódtak
sulykolódtak	.
.	A
A	kalauzi
kalauzi	,
,	rikkancsi
rikkancsi	nyelv
nyelv	felszólító
felszólító	mondati
mondati	szerepe
szerepe	,
,	magasabb
magasabb	frekvenciája
frekvenciája	,
,	hangsúlyeltolódása
hangsúlyeltolódása	talán
talán	magyarázható
magyarázható	,
,	talán
talán	a
a	maga
maga	határa
határa	között
között	megszokható
megszokható	.
.	Az
Az	affektált
affektált	hangzással
hangzással	és
és	a
a	csibész-szókinccsel
csibész-szókinccsel	sokan
sokan	azt
azt	hiszik
hiszik	,
,	felismerhetetlenekké
felismerhetetlenekké	válnak
válnak	a
a	pestiek
pestiek	között
között	,
,	s
s	nem
nem	veszik
veszik	észre
észre	,
,	hogy
hogy	ezáltal
ezáltal	lesznek
lesznek	városlakó
városlakó	vidékiek
vidékiek	,
,	hiszen
hiszen	példaképeik
példaképeik	maguk
maguk	is
is	legtöbben
legtöbben	vidékrõl
vidékrõl	jöttek
jöttek	valamikor
valamikor	.
.	Fõleg
Fõleg	elsõ
elsõ	pesti
pesti	éveimben
éveimben	és
és	hazalátogatásaim
hazalátogatásaim	alkalmával
alkalmával	jöttem
jöttem	zavarba
zavarba	,
,	otthon
otthon	majdnem
majdnem	árulásnak
árulásnak	éreztem
éreztem	,
,	ha
ha	gyün
gyün	helyett
helyett	jön-t
jön-t	mondtam
mondtam	.
.	Pesten
Pesten	veszprémi
veszprémi	e
e	hangjaim
hangjaim	miatt
miatt	kellett
kellett	lehalkítanom
lehalkítanom	e
e	hangú
hangú	szavaimat
szavaimat	bizonyos
bizonyos	társaságokban
társaságokban	,
,	vagy
vagy	dacosan
dacosan	,
,	lázadozva
lázadozva	fölerõsíteni
fölerõsíteni	.
.	Több
Több	év
év	telt
telt	el
el	addig
addig	,
,	amíg
amíg	beszédemnek
beszédemnek	már
már	nem
nem	voltam
voltam	megfigyelõje
megfigyelõje	,
,	a
a	gondolat
gondolat	kimondására
kimondására	figyeltem
figyeltem	elsõsorban
elsõsorban	,
,	természetesen
természetesen	jöhetett
jöhetett	elõ
elõ	számból
számból	a
a	szó
szó	.
.	Szerencsém
Szerencsém	volt
volt	.
.	tájnyelvem
tájnyelvem	köznyelvre
köznyelvre	való
való	váltása
váltása	a
a	bölcsészkar
bölcsészkar	és
és	a
a	kollégium
kollégium	következtében
következtében	természetesen
természetesen	folyhatott
folyhatott	.
.	A
A	diákotthonban
diákotthonban	társaim
társaim	ugyanazon
ugyanazon	a
a	nyelvi
nyelvi	fejlõdésen
fejlõdésen	estek
estek	át
át	,
,	nem
nem	kellett
kellett	magányosan
magányosan	átélnem
átélnem	,
,	a
a	környezet
környezet	kívánalma
kívánalma	nem
nem	volt
volt	olyan
olyan	erõs
erõs	,
,	mint
mint	egy
egy	kintlakó
kintlakó	diáknak
diáknak	vagy
vagy	egy
egy	munkást
munkást	fiatalnak
fiatalnak	,
,	aki
aki	fõvárosi
fõvárosi	gyárban
gyárban	dolgozik
dolgozik	.
.	Alkalmam
Alkalmam	volt
volt	tanulmányozni
tanulmányozni	nyelvjárásom
nyelvjárásom	értékeit
értékeit	és
és	hibáit
hibáit	:
:	jobban
jobban	megközelíti
megközelíti	a
a	szó
szó	hangulatát
hangulatát	,
,	szinonimáinak
szinonimáinak	bõségével
bõségével	nagyobb
nagyobb	lehetõséget
lehetõséget	teremt
teremt	az
az	érzékletes
érzékletes	beszédre
beszédre	,
,	többféle
többféle	e
e	hangjával
hangjával	a
a	magyar
magyar	nyelv
nyelv	egyhangúságát
egyhangúságát	töri
töri	meg
meg	;
;	mély
mély	a
a	és
és	ó
ó	hangárnyalataival
hangárnyalataival	durvítja
durvítja	a
a	mondatokat
mondatokat	,
,	visító
visító	i
i	hangjaival
hangjaival	a
a	háborgatott
háborgatott	vasak
vasak	idegesítésére
idegesítésére	hasonlít
hasonlít	.
.	Bárcsak
Bárcsak	a
a	nyelvalakulás
nyelvalakulás	esztétikai
esztétikai	probléma
probléma	lenne
lenne	!
!	Ma
Ma	intézményeinkben
intézményeinkben	egy
egy	szobában
szobában	ülhet
ülhet	munkás
munkás	-
-	,
,	parasztszármazású
parasztszármazású	és
és	középosztálybeli
középosztálybeli	egyenlõ
egyenlõ	emberi
emberi	ranggal
ranggal	,
,	az
az	elõítélet
elõítélet	a
a	nyelvezet
nyelvezet	alapján
alapján	is
is	mérlegel
mérlegel	,
,	és
és	megszabja
megszabja	utálatos
utálatos	értékrendszerét
értékrendszerét	.
.	Nem
Nem	illik
illik	tájszólással
tájszólással	beszélni
beszélni	,
,	mi
mi	hol
hol	van
van	,
,	nem
nem	illik
illik	kérdezgetni
kérdezgetni	az
az	utcán
utcán	.
.	Ha
Ha	külföldi
külföldi	lennék
lennék	,
,	tíz
tíz	udvarias
udvarias	magyar
magyar	kézzel-lábbal
kézzel-lábbal	mutogatná
mutogatná	a
a	Gellért
Gellért	szálló
szálló	felé
felé	közlekedõ
közlekedõ	jármûvek
jármûvek	számozását
számozását	és
és	irányát
irányát	-
-	Pesten
Pesten	nem
nem	illik
illik	vidékinek
vidékinek	lenni
lenni	.
.	A
A	tudomásunkra
tudomásunkra	hozó
hozó	megjegyzések
megjegyzések	vagy
vagy	bezárkózó
bezárkózó	tekintetek
tekintetek	,
,	tartózkodások
tartózkodások	meg
meg	a
a	túlzott
túlzott	kedveskedés
kedveskedés	mögött
mögött	mintha
mintha	a
a	cselédlányukat
cselédlányukat	ugráltató
ugráltató	nagyságák
nagyságák	vállon
vállon	üldögélõ
üldögélõ	ördögöcskéje
ördögöcskéje	vigyorogna
vigyorogna	.
.	Húsz
Húsz	évvel
évvel	az
az	urak
urak	után
után	úri
úri	utánzat
utánzat	a
a	pesti
pesti	gõg
gõg	,
,	vidékiekre
vidékiekre	célzó
célzó	provincializmus
provincializmus	,
,	filozófiája
filozófiája	a
a	régi
régi	:
:	vidéki
vidéki	-
-	paraszt
paraszt	-
-	mûveletlen
mûveletlen	-
-	neveletlen
neveletlen	-
-	istállómelléki
istállómelléki	-
-	gyorstalpaló
gyorstalpaló	tanfolyamot
tanfolyamot	végzett
végzett	-
-	szakérettségis
szakérettségis	-
-	esti
esti	egyeteme
egyeteme	van
van	-
-	Turi
Turi	Dani
Dani	-
-	fészekrabló
fészekrabló	.
.	De
De	jaj
jaj	,
,	még
még	maguknak
maguknak	sem
sem	merik
merik	bevallani
bevallani	"
"	egy
egy	szocializmusban
szocializmusban	"
"	.
.	A
A	várószobában
várószobában	egy
egy	orvos
orvos	magánrendelésén
magánrendelésén	az
az	ebédlõbõl
ebédlõbõl	átszüremlõ
átszüremlõ	beszélgetést
beszélgetést	hallgatom
hallgatom	.
.	Egy
Egy	cselédlányról
cselédlányról	van
van	szó
szó	,
,	aki
aki	a
a	doktorékat
doktorékat	otthagyta
otthagyta	,
,	pedig
pedig	"
"	kivakarózott
kivakarózott	"
"	náluk
náluk	a
a	"
"	retkeslábú
retkeslábú	"
"	.
.	A
A	munkásszálló
munkásszálló	gondnoka
gondnoka	a
a	szõnyeges
szõnyeges	elõcsarnokból
elõcsarnokból	kiabál
kiabál	a
a	lakószobák
lakószobák	felé
felé	:
:	"
"	Ha
Ha	otthon
otthon	nem
nem	tanítottak
tanítottak	meg
meg	rendre
rendre	,
,	majd
majd	itt
itt	megtanuljátok
megtanuljátok	,
,	b...m
b...m	a
a	mucsai
mucsai	úristeneteket
úristeneteket	!
!	"
"	-
-	s
s	hangját
hangját	lehalkítva
lehalkítva	,
,	szinte
szinte	magának
magának	mondja
mondja	tovább
tovább	:
:	"
"	Ezekkel
Ezekkel	nem
nem	lehet
lehet	szép
szép	szóval
szóval	beszéni
beszéni	.
.	"
"	Az
Az	egyik
egyik	építõipari
építõipari	vállalat
vállalat	kultúrosával
kultúrosával	beszélgetek
beszélgetek	mindenfélérõl
mindenfélérõl	,
,	régebbrõl
régebbrõl	tudom
tudom	,
,	hogy
hogy	parasztszármazású
parasztszármazású	,
,	azelõtt
azelõtt	normás
normás	volt
volt	.
.	Prosztónak
Prosztónak	mondja
mondja	azt
azt	,
,	akirõl
akirõl	rossz
rossz	a
a	véleménye
véleménye	:
:	prosztó
prosztó	az
az	egyik
egyik	telep
telep	szakszervezeti
szakszervezeti	könyvtárosa
könyvtárosa	,
,	prosztó
prosztó	a
a	vállalati
vállalati	KISZ-titkár
KISZ-titkár	.
.	Nem
Nem	értem
értem	szándékát
szándékát	,
,	azt
azt	hiszi
hiszi	,
,	hogy
hogy	én
én	nézem
nézem	le
le	ezeket
ezeket	az
az	embereket
embereket	,
,	vagy
vagy	már
már	nála
nála	vált
vált	olyan
olyan	természetessé
természetessé	,
,	hogy
hogy	senki
senki	elõtt
elõtt	sem
sem	fegyelmezi
fegyelmezi	magát
magát	,
,	gátlástalanul
gátlástalanul	leprosztózza
leprosztózza	,
,	leparasztozza
leparasztozza	,
,	akik
akik	nem
nem	tetszenek
tetszenek	neki
neki	?
?	Magyarázatként
Magyarázatként	törnek
törnek	föl
föl	katonasági
katonasági	emlékeim
emlékeim	a
a	kiskatonáról
kiskatonáról	,
,	aki
aki	izgatottan
izgatottan	várja
várja	az
az	elõzõ
elõzõ	korosztály
korosztály	leszerelését
leszerelését	,
,	hogy
hogy	újonckori
újonckori	sérelmeit
sérelmeit	kiélhesse
kiélhesse	.
.	Elszomorító
Elszomorító	végiggondolni
végiggondolni	a
a	Pestre
Pestre	költözõ
költözõ	nemzedékek
nemzedékek	egymásra
egymásra	sziszegõ
sziszegõ	áradatát
áradatát	,
,	amint
amint	gúnnyal
gúnnyal	,
,	lenézéssel
lenézéssel	,
,	az
az	eredet
eredet	árulására
árulására	késztetve
késztetve	keresztelik
keresztelik	városivá
városivá	félszeg
félszeg	sorstársaikat
sorstársaikat	,
,	távol
távol	a
a	Belvárostól
Belvárostól	,
,	a
a	középsõ
középsõ	Budától
Budától	,
,	ahol
ahol	földijeink
földijeink	leginkább
leginkább	házmesterek
házmesterek	lehetnek
lehetnek	.
.	Emlékszem
Emlékszem	,
,	királyfiúi
királyfiúi	lélekkel
lélekkel	érkeztem
érkeztem	,
,	bõ
bõ	nadrágomat
nadrágomat	,
,	farkaskutya
farkaskutya	füléhez
füléhez	hasonló
hasonló	gallérjaimat
gallérjaimat	,
,	divatjamúlt
divatjamúlt	gönceimet
gönceimet	,
,	frizurámat
frizurámat	nem
nem	vettem
vettem	észre
észre	magamon
magamon	.
.	Az
Az	elsõ
elsõ	hetekben
hetekben	jövõmmel
jövõmmel	foglalatoskodtam
foglalatoskodtam	,
,	ha
ha	szebb
szebb	is
is	volt
volt	,
,	amit
amit	a
a	kollégiumi
kollégiumi	vaságy
vaságy	pokróca
pokróca	alatt
alatt	elképzeltem
elképzeltem	,
,	mégiscsak
mégiscsak	megvalósult
megvalósult	,
,	a
a	megvalósulásban
megvalósulásban	csupán
csupán	a
a	régi
régi	ihletettség
ihletettség	hiányát
hiányát	sajnálhatom
sajnálhatom	.
.	Nem
Nem	érzem
érzem	magam
magam	idegennek
idegennek	Budapesten
Budapesten	.
.	Amit
Amit	a
a	sorsok
sorsok	önérzeteként
önérzeteként	ideírtam
ideírtam	,
,	inkább
inkább	csak
csak	emlék
emlék	vagy
vagy	másokon
másokon	gyûjtögetett
gyûjtögetett	tapasztalat
tapasztalat	.
.	Elvégeztem
Elvégeztem	az
az	egyetemet
egyetemet	,
,	rögtön
rögtön	állásom
állásom	lett
lett	az
az	államvizsgám
államvizsgám	után
után	,
,	pár
pár	hónap
hónap	múlva
múlva	megnõsültem
megnõsültem	,
,	világos
világos	szobában
szobában	lakhattam
lakhattam	,
,	gyerekem
gyerekem	született
született	.
.	Életem
Életem	kevésbé
kevésbé	változatos
változatos	,
,	inkább
inkább	az
az	adott
adott	lehetõségekkel
lehetõségekkel	kellett
kellett	gazdálkodni
gazdálkodni	,
,	nem
nem	a
a	lehetõségeket
lehetõségeket	meghódítani
meghódítani	.
.	Néha
Néha	azt
azt	hiszem
hiszem	,
,	ráálltam
ráálltam	egy
egy	futószalagra
futószalagra	,
,	amely
amely	szabályosan
szabályosan	,
,	menetrendszerint
menetrendszerint	visz
visz	az
az	elõre
elõre	látható
látható	cél
cél	felé
felé	.
.	Sokan
Sokan	vagyunk
vagyunk	,
,	akiket
akiket	a
a	gyerekkor
gyerekkor	játékai
játékai	,
,	legeltetései
legeltetései	,
,	iskolája
iskolája	felejthetetlenné
felejthetetlenné	tett
tett	egymásnak
egymásnak	.
.	Mindannyian
Mindannyian	tartozunk
tartozunk	egymásnak
egymásnak	a
a	gyerekkorért
gyerekkorért	.
.	Vajon
Vajon	törlesztek
törlesztek	-e
-e	,
,	ha
ha	életünkrõl
életünkrõl	gondolkodom
gondolkodom	?
?	Nagy
Nagy	kalandra
kalandra	adtuk
adtuk	a
a	fejünket
fejünket	,
,	otthagytuk
otthagytuk	az
az	évszázados
évszázados	biztonságot
biztonságot	,
,	nincs
nincs	közöttünk
közöttünk	egyetlenegy
egyetlenegy	sem
sem	,
,	aki
aki	Pest
Pest	választóvizében
választóvizében	ne
ne	fürdette
fürdette	volna
volna	meg
meg	magát
magát	.
.	Az
Az	elszakadás
elszakadás	kalandját
kalandját	sokan
sokan	elrontott
elrontott	élettel
élettel	fizették
fizették	meg
meg	,
,	nem
nem	éppen
éppen	azért
azért	,
,	mert
mert	kikerültek
kikerültek	otthonuk
otthonuk	ellenõrzése
ellenõrzése	alól
alól	,
,	inkább
inkább	,
,	mert
mert	otthontalanok
otthontalanok	lettek
lettek	.
.	Valamikor
Valamikor	a
a	család
család	biztosította
biztosította	az
az	öntudatosító
öntudatosító	látszatot
látszatot	,
,	akkor
akkor	mintha
mintha	a
a	világ
világ	közepén
közepén	álltak
álltak	volna
volna	,
,	a
a	család
család	nélkül
nélkül	úgy
úgy	érezték
érezték	magukat
magukat	,
,	akár
akár	a
a	meztelenek
meztelenek	az
az	öltözöttek
öltözöttek	között
között	.
.	Osztályhoz
Osztályhoz	sem
sem	tartoztak
tartoztak	már
már	,
,	a
a	gyárban
gyárban	parasztok
parasztok	,
,	a
a	faluban
faluban	urak
urak	,
,	ahogy
ahogy	nálunk
nálunk	a
a	városi
városi	embert
embert	mondani
mondani	szokták
szokták	.
.	Zavarba
Zavarba	jöttek
jöttek	munkaidõ
munkaidõ	után
után	,
,	még
még	jobban
jobban	észrevették
észrevették	egyedüllétüket
egyedüllétüket	.
.	Elõször
Elõször	a
a	híres
híres	szórakozóhelyeket
szórakozóhelyeket	,
,	a
a	Jerevánt
Jerevánt	,
,	a
a	János
János	pincét
pincét	,
,	a
a	Budavárt
Budavárt	látogatták
látogatták	meg
meg	,
,	mert
mert	mindenki
mindenki	beszélt
beszélt	róluk
róluk	,
,	s
s	nem
nem	pesti
pesti	az
az	,
,	aki
aki	belülrõl
belülrõl	nem
nem	látta
látta	,
,	aztán
aztán	ráébredtek
ráébredtek	,
,	hogy
